"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10"
"156" "-12037337.5663685" "16768865.551425" "-2152685.99558465" "8014384.92522377" "-1283497.79799915" "-737830.91916912" "-1779618.98610123" "68204.6496262366" "-206233.181069134" "R"
"157" "-27742407.0636228" "-10958302.9445938" "-880773.800258574" "-1131655.50849678" "-603757.086607325" "-796642.930355586" "158675.750864073" "-412346.409060084" "371395.183189097" "R"
"158" "-7051.73615924776" "-8818647.45091424" "-1781166.76106988" "3163310.58962759" "1354718.39743482" "959018.609702487" "-52551.9495810423" "811363.582903208" "24494.2593035712" "L"
"159" "19451440.0674097" "-2983672.40396674" "1894481.18098269" "-7215900.77418316" "-972253.255209964" "-1664263.76061424" "2231538.34197815" "1824288.77422436" "467546.690075338" "L"
"160" "-1268520.67326485" "-2720828.5498033" "4167972.67649196" "-5346500.68370753" "2751338.44606057" "43737.9241044487" "516014.02362373" "-586719.917557228" "249095.337108875" "R"
"161" "-33481510.8058634" "-4712009.74490265" "1240884.70339521" "-2440825.91952492" "-1177229.96320765" "-1197797.43333197" "-341117.078918413" "-240818.173793867" "5086.02337688256" "R"
"162" "-1735673.09508632" "-18044874.1934157" "-10895003.1926884" "8214109.01547977" "7255374.37059627" "930614.258215796" "-656522.466711657" "-207567.431700592" "537490.884742872" "O"
"163" "-28480317.5197945" "-5308693.76478063" "840296.747801764" "-1890575.75350193" "-668146.070330499" "-859763.180842082" "-348780.866888543" "-30020.5061793483" "3694.63013614829" "R"
"164" "-30040486.2442139" "-5299881.12419465" "1369954.7593419" "-2186256.62886189" "-852341.77543717" "-894820.199992165" "41170.2007212391" "-199324.095243969" "-5372.52101623994" "R"
"165" "-3254914.54102597" "-17647855.9811385" "-8635038.3989112" "7045600.9167643" "3583595.58189287" "-2004505.06136269" "-1952448.87432938" "-2127741.75208392" "589581.533220832" "L"
"166" "-2446626.22967262" "1550345.27842665" "-2572932.39819619" "93039.1490465261" "814563.160279507" "-1792994.20600547" "-343850.557794311" "-157915.426703654" "533596.44188372" "R"
"167" "-1015809.7031806" "-13063913.4070753" "-1190846.53553488" "4015901.4684843" "985414.0294907" "-411050.705375282" "-1559710.36319665" "283485.346420227" "22509.0458111391" "L"
"168" "-30496751.1898607" "-7609181.2461183" "247424.140681905" "-2715616.81746535" "-1510354.98577526" "-1080915.40636842" "499637.926359552" "-313288.209629897" "138258.783528239" "R"
"169" "-32127329.3353046" "-4058970.46126349" "1366273.42858032" "-2217244.10454812" "-1030179.66417467" "-1157527.63242399" "-434682.638105935" "-243549.348087097" "15851.2354773601" "R"
"170" "14501058.6970178" "-8361623.59401476" "3951083.46451994" "438087.236345305" "95687.4501447526" "727940.57555218" "-356386.712568461" "703671.4322496" "194903.918519118" "L"
"171" "733559.623787137" "756336.721572876" "-3750009.97916842" "-3327235.67674365" "991863.200655604" "233931.875795616" "911266.293597349" "-704697.853596594" "-386082.451624133" "O"
"172" "-121517.560687013" "4328828.97754698" "329860.463150505" "1406674.28895507" "1634199.17651761" "-185453.208108449" "931751.542756353" "-82146.6478679351" "-251813.860453341" "L"
"173" "-19428741.3871574" "-2701980.87418784" "670602.185584515" "-573054.437500011" "-256639.485095229" "-350335.658203182" "-266660.598944436" "-3255.66175476856" "-49210.0052820169" "R"
"174" "-28898919.6037657" "-2803375.473927" "1433603.57369372" "-1297452.89333649" "-453093.304729984" "-1122207.78758965" "-463021.240289238" "-270144.33838893" "-27065.9391617362" "R"
"175" "37910679.7656548" "-10258056.9903549" "3572262.97392805" "2452003.81562075" "-3178559.97753204" "-1535696.57124851" "-107681.500573595" "2222702.6728033" "311643.730971157" "L"
